Nombre Entidad,NIT Entidad,Nivel,Orden,Municipio,Numero de Resolucion,Documento Contratista,Nombre Contratista,Numero de Contrato,Valor Sancion,Fecha de Publicacion,Fecha de Firmeza,Fecha de Cargue,Ruta de Proceso
DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA (DANE),899999027,NACIONAL,NACIONAL CENTRALIZADO,Medellín,RESOLUCIÓN NÚMERO 045 DEL 05 DE SEPTIEMBRE DE 2019,70044383,LUIS FERNANDO ARBOLEDA RUIZ,51 DE 2017,0,09/05/2019 12:00:00 AM,09/05/2019 12:00:00 AM,09/06/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26188818
DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA (DANE),899999027,NACIONAL,NACIONAL CENTRALIZADO,Medellín,RESOLUCIÓN NÚMERO 046 DEL 05 DE SEPTIEMBRE DE 2019,71679796,JOHN JAIRO AGUIRRE MARIN,55 DE 2017,0,09/05/2019 12:00:00 AM,09/05/2019 12:00:00 AM,09/06/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26188820
DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA (DANE),899999027,NACIONAL,NACIONAL CENTRALIZADO,Medellín,RESOLUCIÓN NÚMERO 049 DEL 15 DE NOVIEMBRE DE 2017,71685829,JAIME ELIECER JIMENEZ ACEVEDO,519 DE 2017,573400,11/15/2017 12:00:00 AM,12/28/2017 12:00:00 AM,12/29/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26186520
DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA (DANE),899999027,NACIONAL,NACIONAL CENTRALIZADO,Medellín,RESOLUCIÓN NÚMERO 050 DEL 17 DE NOVIEMBRE DE 2017,3578258,MARGARITA MARIA VALENCIA VARGAS,NO.327 DE 2017,573400,11/17/2017 12:00:00 AM,12/28/2017 12:00:00 AM,12/29/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26186521
DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA (DANE),899999027,NACIONAL,NACIONAL CENTRALIZADO,Medellín,RESOLUCIÓN NUMERO 054 DEL 2 DE NOVIEMBRE DE 2018,34997675,RADET PATRICIA MARTINEZ SIERRA,131 DE 2018,873600,11/02/2018 12:00:00 AM,11/30/2018 12:00:00 AM,12/05/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187878
DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA (DANE),899999027,NACIONAL,NACIONAL CENTRALIZADO,Pereira,030,9871460,JUAN GUILLERMO SERNA VALENCIA,027,301928,05/03/2018 12:00:00 AM,05/04/2018 12:00:00 AM,05/08/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187115
DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA (DANE),899999027,NACIONAL,NACIONAL CENTRALIZADO,Pereira,RESOLUCION 76 Y 77,18521464,OMAR EDUARDO  DIAZ TORRES,CTO-062-2018,728000,09/17/2018 12:00:00 AM,09/21/2018 12:00:00 AM,09/24/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187636
DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA (DANE),899999027,NACIONAL,NACIONAL CENTRALIZADO,Quibdó,RESOLUCIÓN NÚMERO 048 DEL 05 DE SEPTIEMBRE DE 2019,1128725804,SULEYI MARTINEZ MARTINEZ,1253 DE 2016,0,09/05/2019 12:00:00 AM,09/05/2019 12:00:00 AM,09/06/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26188819
DIRECCIÓN DE IMPUESTOS Y ADUANAS NACIONALES (DIAN),800197268,NACIONAL,NACIONAL CENTRALIZADO,Bogotá D.C.,009943,9010398493,CONSORCIO INFRAESTRUCTURA SA,00-291-2016,78726341,12/18/2019 12:00:00 AM,12/19/2019 12:00:00 AM,01/16/2020 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26189278
DIRECCIÓN GENERAL DE LA POLICÍA NACIONAL (PONAL),800140603,NACIONAL,NACIONAL CENTRALIZADO,Bogotá D.C.,010,9000753413,RIMARCO S.A.S,54-6-10161-16,13722459,05/05/2017 12:00:00 AM,06/23/2017 12:00:00 AM,09/05/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26186038
DIRECCIÓN GENERAL DE LA POLICÍA NACIONAL (PONAL),800140603,NACIONAL,NACIONAL CENTRALIZADO,Bogotá D.C.,010,9001290372,GRUPO EMRPESARIAL FARMAQ S.A.S,54-6-10161-16,5881054,05/05/2017 12:00:00 AM,06/23/2017 12:00:00 AM,09/05/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26186037
DIRECCIÓN GENERAL DE LA POLICÍA NACIONAL (PONAL),800140603,NACIONAL,NACIONAL CENTRALIZADO,Bogotá D.C.,0142,830092625,CLASS GROUP LTDA.,03-2-10097-13,7858816,06/03/2014 12:00:00 AM,06/03/2014 12:00:00 AM,06/10/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618797
DIRECCIÓN GENERAL DE LA POLICÍA NACIONAL (PONAL),800140603,NACIONAL,NACIONAL CENTRALIZADO,Bogotá D.C.,0422,900371591-7,EDIMULTICOLOR S.A.S,03-7-10065-14,7203600,12/12/2014 12:00:00 AM,12/15/2014 12:00:00 AM,12/17/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181563
DIRECCIÓN GENERAL DE LA POLICÍA NACIONAL (PONAL),800140603,NACIONAL,NACIONAL CENTRALIZADO,Bogotá D.C.,205 DEL 11 AGOSTO DE 2015,800158705-5,ARCHIVO TOTAL LIMITADA.,03-7-10151-15,8999976,08/11/2015 12:00:00 AM,08/12/2015 12:00:00 AM,08/15/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182480
DIRECCIÓN GENERAL DE LA POLICÍA NACIONAL (PONAL),800140603,NACIONAL,NACIONAL CENTRALIZADO,Bogotá D.C.,207 DEL 12 DE AGOSTO DE 2015,830052968-8,EXOGENA LIMITADA,03-2-10007-14,14527963,08/12/2015 12:00:00 AM,08/13/2015 12:00:00 AM,08/15/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182481
DIRECCIÓN GENERAL DE LA POLICÍA NACIONAL (PONAL),800140603,NACIONAL,NACIONAL CENTRALIZADO,Buenaventura,Resolución Nº 571 del 06 de diciembre de 2015,900.515.280-1,SUN GREEN COMPANY S.A.S,43-7-1006-2015,921736,12/06/2015 12:00:00 AM,12/28/2015 12:00:00 AM,03/16/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26185283
DIRECCIÓN GENERAL DE LA POLICÍA NACIONAL (PONAL),800140603,NACIONAL,NACIONAL CENTRALIZADO,Facatativá,RESOLUCION 0139,900438841,CONMICOL SAS,49-2-10060-2015,0,11/12/2015 12:00:00 AM,11/12/2015 12:00:00 AM,12/10/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182977
DIRECCIÓN GENERAL DE LA POLICÍA NACIONAL (PONAL),800140603,NACIONAL,NACIONAL CENTRALIZADO,Florencia,RESOLUCION NUMERO 184 DEL 09 DE NOVIEMBRE DE 2016,1085280501,FANNY CAROLINA YEPEZ PAZ,20-7-20016-16,9313706,11/09/2016 12:00:00 AM,11/09/2016 12:00:00 AM,11/10/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184495
DIRECCIÓN GENERAL DE LA POLICÍA NACIONAL (PONAL),800140603,NACIONAL,NACIONAL CENTRALIZADO,Ibagué,0126 DEL 20 AGO 2014,38252571,DISTRIBUCIONES MUNDIAL,PN METIB MIC 009 DE 2014,954000,08/20/2014 12:00:00 AM,08/20/2014 12:00:00 AM,09/05/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181137
DIRECCIÓN GENERAL DE LA POLICÍA NACIONAL (PONAL),800140603,NACIONAL,NACIONAL CENTRALIZADO,Quibdó,RESOLUCIÓN Nº 0263,52179415,INGENIERIA GLOBAL SOLUCIONES Y SERVICIOS S.A.S,24-7-10010-2017,134588,08/08/2017 12:00:00 AM,08/08/2017 12:00:00 AM,01/29/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26186658
DIRECCIÓN GENERAL DE LA POLICÍA NACIONAL (PONAL),800140603,NACIONAL,NACIONAL CENTRALIZADO,San José de Cúcuta,151,830080671-5,M&M INGENIEROS ASOCIADOS LTDA,03-6-10018-15,63350548,07/01/2016 12:00:00 AM,07/05/2016 12:00:00 AM,11/15/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184540
DIRECCIÓN GENERAL DE LA POLICÍA NACIONAL (PONAL),800140603,NACIONAL,NACIONAL CENTRALIZADO,San José de Cúcuta,RESOLUCION 00451 DEL 22 DE JUNIO DE 2016,900.183.5286,ARIOS COLOMBIA S.A.S,75-7-20099-16,669525,06/22/2016 12:00:00 AM,09/22/2016 12:00:00 AM,09/29/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184236
DIRECCIÓN GENERAL DE LA POLICÍA NACIONAL (PONAL),800140603,NACIONAL,NACIONAL CENTRALIZADO,Valledupar,0167,49718628,LUZ CATHERINE MARTINEZ CRESPO,23-7-10044-13,10362000,06/13/2014 12:00:00 AM,06/17/2014 12:00:00 AM,06/18/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618823
DIRECCIÓN GENERAL DE LA POLICÍA NACIONAL (PONAL),800140603,NACIONAL,NACIONAL CENTRALIZADO,Villavicencio,017,17327314,YESID CERVERA LOZANO,001597,360000,02/23/2015 12:00:00 AM,02/23/2015 12:00:00 AM,02/27/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181843
DIRECCIÓN GENERAL DE SANIDAD MILITAR,830039670,NACIONAL,NACIONAL CENTRALIZADO,Bogotá D.C.,RESOLUCION 281 DEL 21 DE JULIO DE 2015,900.458.282,REMOTE SOLUTIONS S A S,067-DISAN-FAC-2015,5060000,07/21/2015 12:00:00 AM,07/28/2015 12:00:00 AM,09/11/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182653
DIRECCIÓN GENERAL DE SANIDAD MILITAR,830039670,NACIONAL,NACIONAL CENTRALIZADO,Todo el pais,1164/2013,9005724398,MEDISAN UT,075-DGSM-2012,3455722717,02/12/2013 12:00:00 AM,07/21/2014 12:00:00 AM,10/29/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181384
DIRECCIÓN GENERAL DE SANIDAD MILITAR,830039670,NACIONAL,NACIONAL CENTRALIZADO,Todo el pais,RESOLUCION 0241,800.099.283-5,DROSERVICIO LTDA,060- DGSM -2014,310254750,03/02/2017 12:00:00 AM,05/11/2017 12:00:00 AM,06/12/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26185755
DIRECCIÓN GENERAL DE SANIDAD MILITAR,830039670,NACIONAL,NACIONAL CENTRALIZADO,Todo el pais,RESOLUCION 0593 DEL 2018,800.099.283-5,DROSERVICIO LTDA,060- DGSM -2014,170310756,05/02/2018 12:00:00 AM,06/05/2018 12:00:00 AM,06/08/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187198
DIRECCIÓN NACIONAL DE INTELIGENCIA (DNI),900475460,NACIONAL,NACIONAL CENTRALIZADO,Bogotá D.C.,183-2017,79391917,JHON ALEJANDRO FRANCO OTERO,043-2015,2555573,03/15/2017 12:00:00 AM,03/15/2017 12:00:00 AM,03/21/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26185301
DIRECCIÓN NACIONAL DE INTELIGENCIA (DNI),900475460,NACIONAL,NACIONAL CENTRALIZADO,Bogotá D.C.,640,79391917,JHON ALEJANDRO FRANCO OTERO,043-2015,1945720,08/30/2016 12:00:00 AM,08/30/2016 12:00:00 AM,09/08/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184100
DIRECCIÓN NACIONAL DE INTELIGENCIA (DNI),900475460,NACIONAL,NACIONAL CENTRALIZADO,Bogotá D.C.,694,79391917,JHON ALEJANDRO FRANCO OTERO,043-2015,1945720,09/14/2016 12:00:00 AM,09/14/2016 12:00:00 AM,09/20/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184175
DIRECCIÓN NACIONAL DE INTELIGENCIA (DNI),900475460,NACIONAL,NACIONAL CENTRALIZADO,Bogotá D.C.,700,79391917,JHON ALEJANDRO FRANCO OTERO,043-2015,1297147,09/19/2016 12:00:00 AM,09/19/2016 12:00:00 AM,09/20/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184179
DIRECCIÓN NACIONAL DE INTELIGENCIA (DNI),900475460,NACIONAL,NACIONAL CENTRALIZADO,Bogotá D.C.,701,79391917,JHON ALEJANDRO FRANCO OTERO,043-2016,0,09/19/2016 12:00:00 AM,09/19/2016 12:00:00 AM,09/20/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184181
DIRECCIÓN NACIONAL DE INTELIGENCIA (DNI),900475460,NACIONAL,NACIONAL CENTRALIZADO,Bogotá D.C.,S/N,900604589,FUMIGACIONES KERMES S.A.S.,010-2015,87692,05/08/2015 12:00:00 AM,05/08/2015 12:00:00 AM,05/12/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182147
DIRECCIÓN NACIONAL DE INTELIGENCIA (DNI),900475460,NACIONAL,NACIONAL CENTRALIZADO,Bogotá D.C.,S/N,900604589,FUMIGACIONES KERMES S.A.S.,010-2015,87692,05/08/2015 12:00:00 AM,05/08/2015 12:00:00 AM,05/12/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182149
EJÉRCITO NACIONAL,No Definido,NACIONAL,NACIONAL CENTRALIZADO,Bogotá D.C.,076-2014,8600640384,HELICENTRO LIMITADA,086-JEAVE-2013,17751753,03/31/2014 12:00:00 AM,04/01/2014 12:00:00 AM,05/05/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618607
EJÉRCITO NACIONAL,No Definido,NACIONAL,NACIONAL CENTRALIZADO,Bogotá D.C.,091-2014,9002515990,STAIR CARGO INC,225-JEAVE-2012,40319295,04/15/2014 12:00:00 AM,04/21/2014 12:00:00 AM,05/06/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618608
EJÉRCITO NACIONAL,No Definido,NACIONAL,NACIONAL CENTRALIZADO,Bogotá D.C.,168,900350133-7,OFIBEST S.A.S,153-RASIM-UC-2015,43307593,11/12/2015 12:00:00 AM,11/13/2015 12:00:00 AM,11/13/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182913
EJÉRCITO NACIONAL,No Definido,NACIONAL,NACIONAL CENTRALIZADO,Bogotá D.C.,222-JEAVE-2012,9002515990,STAIR CARGO INC,222-JEAVE-2012,52754627,02/24/2014 12:00:00 AM,02/28/2014 12:00:00 AM,05/06/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618630
EJÉRCITO NACIONAL,No Definido,NACIONAL,NACIONAL CENTRALIZADO,Bogotá D.C.,246-JEAVE-2012,9005787192,UNIONTE TEMPORAL NORSUR,246-JEAVE-2012,182879,03/03/2014 12:00:00 AM,03/04/2014 12:00:00 AM,05/06/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618628
EJÉRCITO NACIONAL,No Definido,NACIONAL,NACIONAL CENTRALIZADO,Bogotá D.C.,517,1118537029,YUBER HOLMEDIS CALIXTO CASTRO,307,3118500,12/21/2017 12:00:00 AM,12/21/2017 12:00:00 AM,04/03/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26186915
EJÉRCITO NACIONAL,No Definido,NACIONAL,NACIONAL CENTRALIZADO,Bogotá D.C.,AUTO No 01,1019054126,JUAN SEBASTIAN VANEGAS NIETO,995,68000000,02/06/2017 12:00:00 AM,02/06/2017 12:00:00 AM,02/14/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26185001
EJÉRCITO NACIONAL,No Definido,NACIONAL,NACIONAL CENTRALIZADO,Bogotá D.C.,Resolución No. 005-15-03-2016,900680737,CONSORCIO GRUPO INGENIERIA,CONTRATO NO. 1397-2013,20327398,03/15/2016 12:00:00 AM,04/22/2016 12:00:00 AM,05/02/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183473
EJÉRCITO NACIONAL,No Definido,NACIONAL,NACIONAL CENTRALIZADO,Cali,103,1.151.940.334,MAURICIO MOSQUERA BASTIDAS,021,0,06/25/2014 12:00:00 AM,08/20/2014 12:00:00 AM,09/13/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181177
EJÉRCITO NACIONAL,No Definido,NACIONAL,NACIONAL CENTRALIZADO,Cali,241-CNAC-CALI-2014,890.301.753-9,ALMACENES SI,101-CENAC-CALI-2014,7261880,12/15/2014 12:00:00 AM,12/16/2014 12:00:00 AM,12/22/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181586
EJÉRCITO NACIONAL,No Definido,NACIONAL,NACIONAL CENTRALIZADO,Cali,241-CNAC-CALI-2014,890.301.753-9,ALMACENES SI,101-CENAC-CALI-2014,7261880,12/15/2014 12:00:00 AM,12/16/2014 12:00:00 AM,12/22/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181587
EJÉRCITO NACIONAL,No Definido,NACIONAL,NACIONAL CENTRALIZADO,Cali,241-CNAC-CALI-2014,890.301.753-9,ALMACENES SI,101-CENAC-CALI-2014,7261880,12/15/2014 12:00:00 AM,12/16/2014 12:00:00 AM,12/22/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181589
EJÉRCITO NACIONAL,No Definido,NACIONAL,NACIONAL CENTRALIZADO,Ibagué,RESOLUCION 086-11-08-15,900427561,CABAR CONSTRUCCIONES SAS,662-2014,4393325,08/10/2015 12:00:00 AM,08/18/2015 12:00:00 AM,05/16/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183517
EJÉRCITO NACIONAL,No Definido,NACIONAL,NACIONAL CENTRALIZADO,Santa Rosa del Sur,001-2015,900711836-6,CONSTRUCCIONES OBRASCICOL S.A.S.,005-BICAL-2014,29100000,04/06/2015 12:00:00 AM,04/07/2015 12:00:00 AM,04/10/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182027
ESCUELA SUPERIOR DE ADMINISTRACIÓN PÚBLICA (ESAP),899999054,NACIONAL,NACIONAL CENTRALIZADO,Tunja,DT 08 NO-134 Y DTNO-167,800215466,GYG CONSTRUCCIONES SAS,CONTRATO DE CONSULTORIA 118 DE 2011,19220137,04/21/2014 12:00:00 AM,05/08/2014 12:00:00 AM,12/30/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181603
ESCUELA TECNOLÓGICA INSTITUTO TÉCNICO CENTRAL (ITC),860523694,NACIONAL,NACIONAL DESCENTRALIZADO,Bogotá D.C.,RESOLUCION 463-2013,88160225,SADY ALBERTO SANCHEZ HERNANDEZ,CONTRATO 014-2013,1980000,11/21/2013 12:00:00 AM,01/29/2014 12:00:00 AM,09/17/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181201
FISCALÍA GENERAL DE LA NACIÓN (FGN),800152783,NACIONAL,NACIONAL CENTRALIZADO,Armenia,0058 DE FEBRERO 23 DE 2016,8301076991,ELECTRONIC TECNOLOGY EU,O.C. 00020 DE 2015,3347023,02/23/2016 12:00:00 AM,02/23/2016 12:00:00 AM,02/23/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183183
FISCALÍA GENERAL DE LA NACIÓN (FGN),800152783,NACIONAL,NACIONAL CENTRALIZADO,Bucaramanga,770,9000719969,HEGO OFFIS S.A.S,022-2014,52960283,05/26/2015 12:00:00 AM,05/26/2015 12:00:00 AM,11/10/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182892
FISCALÍA GENERAL DE LA NACIÓN (FGN),800152783,NACIONAL,NACIONAL CENTRALIZADO,Cartagena,194,9000554921,ASISTENCIA DOMICILIARIA INTEGRADA S.A.S.,026,4510450,03/04/2015 12:00:00 AM,03/04/2015 12:00:00 AM,04/21/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182066
FISCALÍA GENERAL DE LA NACIÓN (FGN),800152783,NACIONAL,NACIONAL CENTRALIZADO,Cartagena,360,9000554921,ASISTENCIA DOMICILIARIA INTEGRADA S.A.S.,026,10341825,04/05/2016 12:00:00 AM,04/05/2016 12:00:00 AM,06/08/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183633
FISCALÍA GENERAL DE LA NACIÓN (FGN),800152783,NACIONAL,NACIONAL CENTRALIZADO,Cartagena,816,9000554921,ASISTENCIA DOMICILIARIA INTEGRADA S.A.S.,026,7732200,08/21/2015 12:00:00 AM,08/21/2015 12:00:00 AM,10/06/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182732
FISCALÍA GENERAL DE LA NACIÓN (FGN),800152783,NACIONAL,NACIONAL CENTRALIZADO,Santa Marta,442 DEL 27 DE JULIO DE 2016,72222297,IVAN CABANA SALAMANCA,CN 009 DE 2016,12000000,07/27/2016 12:00:00 AM,08/19/2016 12:00:00 AM,08/22/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183993
FONDO ADAPTACIÓN (FA),900450205,NACIONAL,NACIONAL CENTRALIZADO,Barranquilla,R-056-2013,890108661-3,CONSTRUCCIONES E INVERSIONES BETA S.A.S,115 DE 2013,13579500,11/25/2013 12:00:00 AM,11/28/2013 12:00:00 AM,02/01/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183087
FONDO ADAPTACIÓN (FA),900450205,NACIONAL,NACIONAL CENTRALIZADO,Pisba,Resolución No. 821 de 2021,826000391,INGTEC LTDA,FA-CD-I-S-071-2019,84449104,11/26/2021 12:00:00 AM,11/29/2021 12:00:00 AM,12/17/2021 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=261810805
FONDO ADAPTACIÓN (FA),900450205,NACIONAL,NACIONAL CENTRALIZADO,Prado,183,79474319,MOLINARES AMAYA NELSON RAMON,222 DE 2016,1188756932,07/02/2020 12:00:00 AM,09/28/2020 12:00:00 AM,09/30/2020 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26189751
FONDO ADAPTACIÓN (FA),900450205,NACIONAL,NACIONAL CENTRALIZADO,Rosas,0666,8050281215,CODISENO LTDA,CT-157-2015,2023788080,11/28/2019 12:00:00 AM,12/20/2019 12:00:00 AM,12/24/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26189221
FONDO ADAPTACIÓN (FA),900450205,NACIONAL,NACIONAL CENTRALIZADO,Turbo,120,79902226,FARITH WILLINTON MORALES VARGAS,FA-IC-I-F-170-2018,154617492,04/13/2021 12:00:00 AM,07/13/2021 12:00:00 AM,07/14/2021 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=261810521
FONDO ADAPTACIÓN (FA),900450205,NACIONAL,NACIONAL CENTRALIZADO,Turbo,120,830132864,AGLOPA S.A.S.,FA-IC-I-F-170-2018,15461792,04/13/2021 12:00:00 AM,07/13/2021 12:00:00 AM,07/14/2021 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=261810519
FONDO ADAPTACIÓN (FA),900450205,NACIONAL,NACIONAL CENTRALIZADO,Turbo,120,830132864,AGLOPA S.A.S.,FA-IC-I-F-170-2018,154617492,04/13/2021 12:00:00 AM,07/13/2021 12:00:00 AM,07/14/2021 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=261810522
FONDO ADAPTACIÓN (FA),900450205,NACIONAL,NACIONAL CENTRALIZADO,Turbo,120,900429225,INGARQ CONSTRUCCIONES S.A.S.,FA-IC-I-F-170-2018,154617492,04/13/2021 12:00:00 AM,07/13/2021 12:00:00 AM,07/14/2021 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=261810518
FONDO ADAPTACIÓN (FA),900450205,NACIONAL,NACIONAL CENTRALIZADO,Turbo,120,900445176,OFICINA URBANA S.A.S.,FA-IC-I-F-170-2018,154617492,04/13/2021 12:00:00 AM,07/13/2021 12:00:00 AM,07/14/2021 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=261810520
FONDO DE LAS TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,800131648,NACIONAL,NACIONAL CENTRALIZADO,Todo el pais,475 DE 2020,828001691,TV PAU SAS,117 DE 1999,6358288,03/10/2020 12:00:00 AM,03/10/2020 12:00:00 AM,03/25/2020 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26189500
FONDO ROTATORIO DE LA REGISTRADURÍA NACIONAL DEL ESTADO CIVIL,899999737,NACIONAL,NACIONAL CENTRALIZADO,Bogotá D.C.,1438 DEL 22 DE NOVIEMBRE DE 2017,9008877893,CONSORCIO JL INGENIERIA,057 DE 2015 FRR,154245709,11/22/2017 12:00:00 AM,12/07/2017 12:00:00 AM,01/16/2020 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26189279
